HARD
0
3
3 11
9 5
3 11
7 4 5 4 12 7 4 4 4 12 6 5 12
6 9 7 1 1 12 2 1 8 10 3 4 8
3 4 4 5 12 3 1 5 9 2 4 9 10
6 1 0 13 2 4 12 6 4 8 10 6 8
2 12 10 6 1 8 3 0 1 9 10 10 10
10 3 0 1 12 3 4 1 5 13 2 8 10
3 4 1 12 3 5 1 12 6 5 1 8 10
6 1 13 3 4 4 13 10 2 4 13 10 11
3 12 6 4 1 8 6 0 8 2 12 3 12
6 9 2 1 5 8 3 1 8 11 2 4 8
3 4 1 5 5 0 4 12 2 5 1 9 10
6 1 5 13 6 1 9 10 3 4 12 6 8
3 5 5 5 9 7 5 1 5 9 3 9 11
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 1 0 0 1 0 0 0 0 0 0
0 4 0 3 0 0 0 3 0 0 0 0 0
0 3 0 0 0 0 0 0 0 4 0 1 0
0 0 0 0 0 0 0 4 0 0 0 0 0
0 3 0 2 0 0 0 0 0 0 0 4 0
0 0 0 0 0 1 0 0 0 0 0 0 0
0 0 0 0 0 1 0 0 0 0 0 0 0
0 0 4 0 0 0 0 4 0 0 0 0 3
0 0 2 0 0 0 4 0 0 0 0 4 0
0 0 0 0 0 1 3 0 4 0 0 0 0
0 4 0 0 0 0 1 0 0 2 0 0 2
0 0 0 4 1 0 0 2 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
