HARD
1
3
8 4
1 0
13 14
6 13 6 5 5 4 5 12 6 4 5 13 6 5 4 5 12 14
10 6 9 6 12 10 14 3 9 2 5 12 2 13 10 7 1 8
3 1 4 1 0 1 1 4 4 1 5 1 0 4 1 4 12 10
6 5 8 14 3 5 12 11 3 4 4 5 8 3 5 9 10 10
10 6 1 0 4 5 1 4 4 0 1 4 1 4 4 12 10 10
10 2 5 8 3 4 12 2 9 3 5 8 6 1 9 10 10 11
3 1 4 1 4 1 1 1 4 4 4 1 1 4 4 1 1 12
6 12 2 12 10 6 4 5 9 10 10 6 5 9 2 5 5 8
10 2 1 0 8 2 1 4 4 1 8 2 4 5 1 5 13 10
10 11 6 9 10 10 6 8 10 7 8 10 3 12 6 5 5 9
2 4 1 4 1 8 2 1 1 4 0 1 4 1 1 5 5 12
2 9 7 8 14 10 2 5 5 8 10 14 3 5 4 12 6 9
3 5 4 0 1 1 1 5 4 0 1 0 4 4 1 9 3 12
6 4 9 11 6 5 5 4 9 3 12 3 9 10 6 5 13 10
2 1 5 4 1 4 4 1 4 4 1 4 4 1 0 5 5 9
10 6 12 2 12 10 2 5 8 3 4 9 10 14 10 7 5 12
3 1 8 3 8 2 1 4 1 5 1 5 1 0 1 5 12 10
7 5 1 5 9 3 5 9 7 5 5 5 5 1 5 5 1 9
0 0 0 0 0 4 0 0 1 0 1 0 0 0 2 0 0 0
0 0 0 0 0 1 0 4 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
0 0 3 0 0 0 0 0 0 3 0 1 3 0 0 0 0 0
0 0 0 0 0 0 0 0 0 1 4 3 0 4 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 4 3 0
0 0 4 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 3 0 0 0 1 0 0 1 0 0 0
0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0
0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 2 0 0 0 4 4 2 4 3 4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 4 0 0 1 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
